table,year,version,row,column,level,se,state
2,2015,Final,1987,Rangeland,0,NA,RI
2,2015,Final,1987,Total rural land,471.8,7.04081632653061,RI
2,2015,Final,1992,Cropland,22.2,3.6734693877551,RI
2,2015,Final,1992,CRP land,0,NA,RI
2,2015,Final,1992,Forest land,383,10.0510204081633,RI
2,2015,Final,1992,Other rural land,23.7,4.33673469387755,RI
2,2015,Final,1992,Pastureland,24.9,4.38775510204082,RI
2,2015,Final,1992,Rangeland,0,NA,RI
2,2015,Final,1992,Total rural land,453.8,7.04081632653061,RI
2,2015,Final,1997,Cropland,18.5,3.31632653061224,RI
2,2015,Final,1997,CRP land,0,NA,RI
2,2015,Final,1997,Forest land,381.7,9.84693877551021,RI
2,2015,Final,1997,Other rural land,23.6,4.38775510204082,RI
2,2015,Final,1997,Pastureland,26.6,3.77551020408163,RI
2,2015,Final,1997,Rangeland,0,NA,RI
2,2015,Final,1997,Total rural land,450.4,7.29591836734694,RI
2,2015,Final,2002,Cropland,17.3,3.62244897959184,RI
2,2015,Final,2002,CRP land,0,NA,RI
2,2015,Final,2002,Forest land,373,10.5102040816327,RI
2,2015,Final,2002,Other rural land,22.2,3.8265306122449,RI
2,2015,Final,2002,Pastureland,25.1,3.26530612244898,RI
2,2015,Final,2002,Rangeland,0,NA,RI
2,2015,Final,2002,Total rural land,437.6,7.44897959183673,RI
2,2015,Final,2007,Cropland,15.9,3.26530612244898,RI
2,2015,Final,2007,CRP land,0,NA,RI
2,2015,Final,2007,Forest land,364.5,10.969387755102,RI
2,2015,Final,2007,Other rural land,22.9,3.6734693877551,RI
2,2015,Final,2007,Pastureland,25.6,3.97959183673469,RI
2,2015,Final,2007,Rangeland,0,NA,RI
2,2015,Final,2007,Total rural land,428.9,7.70408163265306,RI
2,2015,Final,2012,Cropland,15.7,3.6734693877551,RI
2,2015,Final,2012,CRP land,0,NA,RI
2,2015,Final,2012,Forest land,361.2,11.1224489795918,RI
2,2015,Final,2012,Other rural land,24.1,3.8265306122449,RI
2,2015,Final,2012,Pastureland,25.3,4.03061224489796,RI
2,2015,Final,2012,Rangeland,0,NA,RI
2,2015,Final,2012,Total rural land,426.3,7.75510204081633,RI
2,2015,Final,2015,Cropland,17.4,4.59183673469388,RI
2,2015,Final,2015,CRP land,0,NA,RI
2,2015,Final,2015,Forest land,358.8,10.8673469387755,RI
2,2015,Final,2015,Other rural land,24.8,3.97959183673469,RI
2,2015,Final,2015,Pastureland,23.1,3.21428571428571,RI
2,2015,Final,2015,Rangeland,0,NA,RI
2,2015,Final,2015,Total rural land,424.1,7.44897959183673,RI
2,2015,Final,1982,Cropland,3526.7,62.0408163265306,SC
2,2015,Final,1982,CRP land,NA,NA,SC
2,2015,Final,1982,Forest land,11361.4,86.7857142857143,SC
2,2015,Final,1982,Other rural land,703.8,36.6326530612245,SC
2,2015,Final,1982,Pastureland,1195.8,61.5816326530612,SC
2,2015,Final,1982,Rangeland,0,NA,SC
2,2015,Final,1982,Total rural land,16787.7,39.8469387755102,SC
2,2015,Final,1987,Cropland,3280.6,61.8367346938776,SC
2,2015,Final,1987,CRP land,94.9,NA,SC
2,2015,Final,1987,Forest land,11367.8,83.265306122449,SC
2,2015,Final,1987,Other rural land,711.1,40,SC
2,2015,Final,1987,Pastureland,1161.2,57.8061224489796,SC
2,2015,Final,1987,Rangeland,0,NA,SC
2,2015,Final,1987,Total rural land,16615.6,46.9897959183673,SC
2,2015,Final,1992,Cropland,2929.7,53.4183673469388,SC
2,2015,Final,1992,CRP land,261.2,NA,SC
2,2015,Final,1992,Forest land,11311.6,84.234693877551,SC
2,2015,Final,1992,Other rural land,711.5,41.5816326530612,SC
2,2015,Final,1992,Pastureland,1165.6,55.7142857142857,SC
2,2015,Final,1992,Rangeland,0,NA,SC
2,2015,Final,1992,Total rural land,16379.6,51.1734693877551,SC
2,2015,Final,1997,Cropland,2559.5,47.8061224489796,SC
2,2015,Final,1997,CRP land,262.5,NA,SC
2,2015,Final,1997,Forest land,11277.3,89.030612244898,SC
2,2015,Final,1997,Other rural land,751.4,41.9897959183673,SC
2,2015,Final,1997,Pastureland,1166,54.030612244898,SC
2,2015,Final,1997,Rangeland,0,NA,SC
2,2015,Final,1997,Total rural land,16016.7,55.9183673469388,SC
2,2015,Final,2002,Cropland,2403.7,51.9387755102041,SC
2,2015,Final,2002,CRP land,204.3,NA,SC
2,2015,Final,2002,Forest land,11250.8,94.234693877551,SC
2,2015,Final,2002,Other rural land,751.2,40.765306122449,SC
2,2015,Final,2002,Pastureland,1083.2,66.3265306122449,SC
2,2015,Final,2002,Rangeland,0,NA,SC
2,2015,Final,2002,Total rural land,15693.2,54.030612244898,SC
2,2015,Final,2007,Cropland,2210.4,67.1428571428571,SC
2,2015,Final,2007,CRP land,170.4,NA,SC
2,2015,Final,2007,Forest land,11190.7,112.602040816327,SC
2,2015,Final,2007,Other rural land,797.5,37.9081632653061,SC
2,2015,Final,2007,Pastureland,1137.3,92.3979591836735,SC
2,2015,Final,2007,Rangeland,0,NA,SC
2,2015,Final,2007,Total rural land,15506.3,55.969387755102,SC
2,2015,Final,2012,Cropland,2157.6,74.5408163265306,SC
2,2015,Final,2012,CRP land,98,NA,SC
2,2015,Final,2012,Forest land,11203.6,112.5,SC
2,2015,Final,2012,Other rural land,808.8,35.4081632653061,SC
2,2015,Final,2012,Pastureland,1138.3,91.4795918367347,SC
2,2015,Final,2012,Rangeland,0,NA,SC
2,2015,Final,2012,Total rural land,15406.3,57.3469387755102,SC
2,2015,Final,2015,Cropland,2133.8,85.5612244897959,SC
2,2015,Final,2015,CRP land,60.2,NA,SC
2,2015,Final,2015,Forest land,11248.9,118.520408163265,SC
2,2015,Final,2015,Other rural land,816.9,36.4795918367347,SC
2,2015,Final,2015,Pastureland,1113.2,87.3979591836735,SC
2,2015,Final,2015,Rangeland,0,NA,SC
2,2015,Final,2015,Total rural land,15373,59.030612244898,SC
2,2015,Final,1982,Cropland,17103.1,155.918367346939,SD
2,2015,Final,1982,CRP land,NA,NA,SD
2,2015,Final,1982,Forest land,571.3,56.8877551020408,SD
2,2015,Final,1982,Other rural land,1420.7,72.2448979591837,SD
2,2015,Final,1982,Pastureland,2676.3,124.336734693878,SD
2,2015,Final,1982,Rangeland,23202.5,218.163265306122,SD
2,2015,Final,1982,Total rural land,44973.9,34.3877551020408,SD
2,2015,Final,1987,Cropland,17656.4,187.908163265306,SD
2,2015,Final,1987,CRP land,359.5,NA,SD
2,2015,Final,1987,Forest land,572.5,55.765306122449,SD
2,2015,Final,1987,Other rural land,1422.2,71.2755102040816,SD
2,2015,Final,1987,Pastureland,2253.4,111.887755102041,SD
2,2015,Final,1987,Rangeland,22661.1,224.285714285714,SD
2,2015,Final,1987,Total rural land,44925.1,35.5612244897959,SD
2,2015,Final,1992,Cropland,16574.2,185.510204081633,SD
2,2015,Final,1992,CRP land,1758.1,NA,SD
2,2015,Final,1992,Forest land,567.5,54.6428571428571,SD
2,2015,Final,1992,Other rural land,1426,70.8673469387755,SD
2,2015,Final,1992,Pastureland,2148.1,104.438775510204,SD
2,2015,Final,1992,Rangeland,22357.3,226.326530612245,SD
2,2015,Final,1992,Total rural land,44831.2,49.1836734693878,SD
2,2015,Final,1997,Cropland,16866.5,185.30612244898,SD
2,2015,Final,1997,CRP land,1685.9,NA,SD
2,2015,Final,1997,Forest land,557.6,54.8979591836735,SD
2,2015,Final,1997,Other rural land,1450.8,72.9081632653061,SD
2,2015,Final,1997,Pastureland,2051.4,87.1428571428572,SD
2,2015,Final,1997,Rangeland,22162.9,232.040816326531,SD
2,2015,Final,1997,Total rural land,44775.1,53.5714285714286,SD
2,2015,Final,2002,Cropland,17205.3,214.897959183673,SD
2,2015,Final,2002,CRP land,1304.2,NA,SD
2,2015,Final,2002,Forest land,565,54.5918367346939,SD
2,2015,Final,2002,Other rural land,1447.9,77.2959183673469,SD
2,2015,Final,2002,Pastureland,2001.6,120.510204081633,SD
2,2015,Final,2002,Rangeland,22232.4,237.142857142857,SD
2,2015,Final,2002,Total rural land,44756.4,55.3571428571429,SD
2,2015,Final,2007,Cropland,17127.8,188.469387755102,SD
2,2015,Final,2007,CRP land,1346.3,NA,SD
2,2015,Final,2007,Forest land,563.3,55.8673469387755,SD
2,2015,Final,2007,Other rural land,1457.4,76.734693877551,SD
2,2015,Final,2007,Pastureland,1981,134.69387755102,SD
2,2015,Final,2007,Rangeland,22257.4,233.877551020408,SD
2,2015,Final,2007,Total rural land,44733.2,57.5,SD
2,2015,Final,2012,Cropland,17651.1,198.367346938776,SD
2,2015,Final,2012,CRP land,671.5,NA,SD
2,2015,Final,2012,Forest land,565.9,55.765306122449,SD
2,2015,Final,2012,Other rural land,1482.6,75.3061224489796,SD
2,2015,Final,2012,Pastureland,2130.7,157.244897959184,SD
2,2015,Final,2012,Rangeland,22216.3,238.265306122449,SD
2,2015,Final,2012,Total rural land,44718.1,58.8265306122449,SD
2,2015,Final,2015,Cropland,18008.2,215.357142857143,SD
2,2015,Final,2015,CRP land,338.4,NA,SD
2,2015,Final,2015,Forest land,553.5,54.5408163265306,SD
2,2015,Final,2015,Other rural land,1489.4,75.7142857142857,SD
2,2015,Final,2015,Pastureland,2181.6,165.204081632653,SD
2,2015,Final,2015,Rangeland,22141.6,241.071428571429,SD
2,2015,Final,2015,Total rural land,44712.7,59.3367346938776,SD
2,2015,Final,1982,Cropland,5523.3,81.5816326530612,TN
2,2015,Final,1982,CRP land,NA,NA,TN
2,2015,Final,1982,Forest land,12022,144.387755102041,TN
2,2015,Final,1982,Other rural land,495.1,28.8265306122449,TN
2,2015,Final,1982,Pastureland,5239.2,105.816326530612,TN
2,2015,Final,1982,Rangeland,0,NA,TN
2,2015,Final,1982,Total rural land,23279.6,49.1836734693878,TN
2,2015,Final,1987,Cropland,5292.4,77.0918367346939,TN
2,2015,Final,1987,CRP land,172.7,NA,TN
2,2015,Final,1987,Forest land,12037.9,142.908163265306,TN
2,2015,Final,1987,Other rural land,474,27.0918367346939,TN
2,2015,Final,1987,Pastureland,5044.5,105.051020408163,TN
2,2015,Final,1987,Rangeland,0,NA,TN
2,2015,Final,1987,Total rural land,23021.5,53.469387755102,TN
2,2015,Final,1992,Cropland,4757.5,77.5510204081633,TN
2,2015,Final,1992,CRP land,439,NA,TN
2,2015,Final,1992,Forest land,12016.7,136.581632653061,TN
2,2015,Final,1992,Other rural land,447,24.5408163265306,TN
2,2015,Final,1992,Pastureland,5061,99.0816326530612,TN
2,2015,Final,1992,Rangeland,0,NA,TN
2,2015,Final,1992,Total rural land,22721.2,55.2551020408163,TN
2,2015,Final,1997,Cropland,4549.5,90.2551020408163,TN
2,2015,Final,1997,CRP land,374.8,NA,TN
2,2015,Final,1997,Forest land,11933.3,134.438775510204,TN
2,2015,Final,1997,Other rural land,519.9,27.2959183673469,TN
2,2015,Final,1997,Pastureland,4892,109.69387755102,TN
2,2015,Final,1997,Rangeland,0,NA,TN
2,2015,Final,1997,Total rural land,22269.5,66.4795918367347,TN
2,2015,Final,2002,Cropland,4535.3,97.4489795918367,TN
2,2015,Final,2002,CRP land,214.3,NA,TN
2,2015,Final,2002,Forest land,11904.8,131.377551020408,TN
2,2015,Final,2002,Other rural land,527.8,32.0408163265306,TN
2,2015,Final,2002,Pastureland,4804.7,124.591836734694,TN
2,2015,Final,2002,Rangeland,0,NA,TN
2,2015,Final,2002,Total rural land,21986.9,68.6224489795918,TN
2,2015,Final,2007,Cropland,4404.3,113.010204081633,TN
2,2015,Final,2007,CRP land,236.4,NA,TN
2,2015,Final,2007,Forest land,11882.8,138.367346938776,TN
2,2015,Final,2007,Other rural land,585.3,37.5,TN
2,2015,Final,2007,Pastureland,4691.2,129.591836734694,TN
2,2015,Final,2007,Rangeland,0,NA,TN
2,2015,Final,2007,Total rural land,21800,74.4387755102041,TN
2,2015,Final,2012,Cropland,4571.3,108.979591836735,TN
2,2015,Final,2012,CRP land,159.9,NA,TN
2,2015,Final,2012,Forest land,11903.3,142.040816326531,TN
2,2015,Final,2012,Other rural land,592.7,40.8163265306122,TN
2,2015,Final,2012,Pastureland,4467.6,131.173469387755,TN
2,2015,Final,2012,Rangeland,0,NA,TN
2,2015,Final,2012,Total rural land,21694.8,74.234693877551,TN
2,2015,Final,2015,Cropland,4567.5,108.775510204082,TN
2,2015,Final,2015,CRP land,112.9,NA,TN
2,2015,Final,2015,Forest land,11943.7,137.704081632653,TN
2,2015,Final,2015,Other rural land,627.6,51.3265306122449,TN
2,2015,Final,2015,Pastureland,4406,126.836734693878,TN
2,2015,Final,2015,Rangeland,0,NA,TN
2,2015,Final,2015,Total rural land,21657.7,72.7551020408163,TN
2,2015,Final,1982,Cropland,33502.2,355.357142857143,TX
2,2015,Final,1982,CRP land,NA,NA,TX
2,2015,Final,1982,Forest land,13372.4,123.061224489796,TX
2,2015,Final,1982,Other rural land,1800.8,91.0204081632653,TX
2,2015,Final,1982,Pastureland,16901.6,224.948979591837,TX
2,2015,Final,1982,Rangeland,93615.9,460.357142857143,TX
2,2015,Final,1982,Total rural land,159193,96.2755102040816,TX
2,2015,Final,1987,Cropland,31441.1,362.34693877551,TX
2,2015,Final,1987,CRP land,1588.3,NA,TX
2,2015,Final,1987,Forest land,13929.3,151.530612244898,TX
2,2015,Final,1987,Other rural land,1889.9,92.0918367346939,TX
2,2015,Final,1987,Pastureland,16600.1,241.224489795918,TX
2,2015,Final,1987,Rangeland,93033.2,491.887755102041,TX
2,2015,Final,1987,Total rural land,158482,103.367346938776,TX
2,2015,Final,1992,Cropland,28500.4,358.163265306122,TX
2,2015,Final,1992,CRP land,3983.8,NA,TX
2,2015,Final,1992,Forest land,14180.2,155.30612244898,TX
2,2015,Final,1992,Other rural land,1999.6,91.0204081632653,TX
2,2015,Final,1992,Pastureland,16576.8,253.214285714286,TX
2,2015,Final,1992,Rangeland,92469,508.724489795918,TX
2,2015,Final,1992,Total rural land,157710,125.255102040816,TX
2,2015,Final,1997,Cropland,27174.2,352.755102040816,TX
2,2015,Final,1997,CRP land,3905.2,NA,TX
2,2015,Final,1997,Forest land,14784.4,173.673469387755,TX
2,2015,Final,1997,Other rural land,2118.7,90.4081632653061,TX
2,2015,Final,1997,Pastureland,15996.3,236.836734693878,TX
2,2015,Final,1997,Rangeland,92968.9,471.326530612245,TX
2,2015,Final,1997,Total rural land,156948,135.357142857143,TX
2,2015,Final,2002,Cropland,25759.8,365.30612244898,TX
2,2015,Final,2002,CRP land,4024.9,NA,TX
2,2015,Final,2002,Forest land,14777.9,181.326530612245,TX
2,2015,Final,2002,Other rural land,2168.4,89.4387755102041,TX
2,2015,Final,2002,Pastureland,16263.3,254.795918367347,TX
2,2015,Final,2002,Rangeland,93048.4,491.938775510204,TX
2,2015,Final,2002,Total rural land,156043,143.622448979592,TX
2,2015,Final,2007,Cropland,24211,398.265306122449,TX
2,2015,Final,2007,CRP land,4021.1,NA,TX
2,2015,Final,2007,Forest land,14914.8,190.918367346939,TX
2,2015,Final,2007,Other rural land,2327.2,86.6326530612245,TX
2,2015,Final,2007,Pastureland,16798.3,229.69387755102,TX
2,2015,Final,2007,Rangeland,93001.6,502.80612244898,TX
2,2015,Final,2007,Total rural land,155274,153.979591836735,TX
2,2015,Final,2012,Cropland,23612.8,417.755102040816,TX
2,2015,Final,2012,CRP land,3222.9,NA,TX
2,2015,Final,2012,Forest land,14922.8,190.510204081633,TX
2,2015,Final,2012,Other rural land,2377.7,102.551020408163,TX
2,2015,Final,2012,Pastureland,17961.7,228.265306122449,TX
2,2015,Final,2012,Rangeland,92666.3,501.989795918367,TX
2,2015,Final,2012,Total rural land,154764,162.551020408163,TX
2,2015,Final,2015,Cropland,23678.1,404.540816326531,TX
2,2015,Final,2015,CRP land,2857.8,NA,TX
2,2015,Final,2015,Forest land,14960.1,223.163265306122,TX
2,2015,Final,2015,Other rural land,2415.5,94.7959183673469,TX
2,2015,Final,2015,Pastureland,18162.5,210.867346938776,TX
2,2015,Final,2015,Rangeland,92416,504.84693877551,TX
2,2015,Final,2015,Total rural land,154490,168.571428571429,TX
2,2015,Final,1982,Cropland,420399,1061.12244897959,US
2,2015,Final,1982,CRP land,NA,NA,US
2,2015,Final,1982,Forest land,410883,1221.12244897959,US
2,2015,Final,1982,Other rural land,41754.8,683.673469387755,US
2,2015,Final,1982,Pastureland,131092,683.316326530612,US
2,2015,Final,1982,Rangeland,418576,1668.31632653061,US
2,2015,Final,1982,Total rural land,1422700,424.234693877551,US
2,2015,Final,1987,Cropland,406238,1015.25510204082,US
2,2015,Final,1987,CRP land,13776.8,NA,US
2,2015,Final,1987,Forest land,412784,1308.4693877551,US
2,2015,Final,1987,Other rural land,42055.2,713.265306122449,US
2,2015,Final,1987,Pastureland,127108,696.836734693878,US
2,2015,Final,1987,Rangeland,413242,1685.76530612245,US
2,2015,Final,1987,Total rural land,1415200,458.163265306122,US
2,2015,Final,1992,Cropland,382072,1015.86734693878,US
2,2015,Final,1992,CRP land,34028.9,NA,US
2,2015,Final,1992,Forest land,412801,1317.24489795918,US
2,2015,Final,1992,Other rural land,42294.5,685.051020408163,US
2,2015,Final,1992,Pastureland,125118,626.224489795918,US
2,2015,Final,1992,Rangeland,409588,1608.31632653061,US
2,2015,Final,1992,Total rural land,1405900,508.163265306122,US
2,2015,Final,1997,Cropland,376453,1036.73469387755,US
2,2015,Final,1997,CRP land,32694.8,NA,US
2,2015,Final,1997,Forest land,414179,1328.57142857143,US
2,2015,Final,1997,Other rural land,42769,645.30612244898,US
2,2015,Final,1997,Pastureland,120228,626.530612244898,US
2,2015,Final,1997,Rangeland,408182,1651.78571428571,US
2,2015,Final,1997,Total rural land,1394506,537.19387755102,US
2,2015,Final,2002,Cropland,367964,1026.37755102041,US
2,2015,Final,2002,CRP land,31479.3,NA,US
2,2015,Final,2002,Forest land,414642,1274.74489795918,US
2,2015,Final,2002,Other rural land,42694.4,635.15306122449,US
2,2015,Final,2002,Pastureland,119234,745.867346938776,US
2,2015,Final,2002,Rangeland,407663,1677.14285714286,US
2,2015,Final,2002,Total rural land,1383680,615.918367346939,US
2,2015,Final,2007,Cropland,359153,1100.76530612245,US
2,2015,Final,2007,CRP land,32578.8,NA,US
2,2015,Final,2007,Forest land,414371,1258.31632653061,US
2,2015,Final,2007,Other rural land,44053.1,652.34693877551,US
2,2015,Final,2007,Pastureland,119976,673.622448979592,US
2,2015,Final,2007,Rangeland,406814,1738.4693877551,US
2,2015,Final,2007,Total rural land,1376950,655.15306122449,US
2,2015,Final,2012,Cropland,362111,1071.58163265306,US
2,2015,Final,2012,CRP land,23949.6,NA,US
2,2015,Final,2012,Forest land,415006,1301.32653061224,US
2,2015,Final,2012,Other rural land,44719.8,668.520408163265,US
2,2015,Final,2012,Pastureland,122148,641.632653061224,US
2,2015,Final,2012,Rangeland,405280,1725.5612244898,US
2,2015,Final,2012,Total rural land,1373210,669.540816326531,US
2,2015,Final,2015,Cropland,366671,1183.11224489796,US
2,2015,Final,2015,CRP land,17914.4,NA,US
2,2015,Final,2015,Forest land,415870,1348.67346938776,US
2,2015,Final,2015,Other rural land,45195.9,668.010204081633,US
2,2015,Final,2015,Pastureland,121698,767.704081632653,US
2,2015,Final,2015,Rangeland,404383,1695.15306122449,US
2,2015,Final,2015,Total rural land,1371730,684.081632653061,US
2,2015,Final,1982,Cropland,2003.5,145.30612244898,UT
2,2015,Final,1982,CRP land,NA,NA,UT
2,2015,Final,1982,Forest land,2221,226.530612244898,UT
2,2015,Final,1982,Other rural land,1709.7,264.183673469388,UT
2,2015,Final,1982,Pastureland,531.3,45.969387755102,UT
2,2015,Final,1982,Rangeland,11073.8,346.428571428571,UT
2,2015,Final,1982,Total rural land,17539.3,53.5714285714286,UT
2,2015,Final,1987,Cropland,1905.2,158.928571428571,UT
2,2015,Final,1987,CRP land,150.4,NA,UT
2,2015,Final,1987,Forest land,2207.3,227.80612244898,UT
2,2015,Final,1987,Other rural land,1606.1,264.795918367347,UT
2,2015,Final,1987,Pastureland,569.2,46.4285714285714,UT
2,2015,Final,1987,Rangeland,10876.3,341.734693877551,UT
2,2015,Final,1987,Total rural land,17314.5,57.9081632653061,UT
2,2015,Final,1992,Cropland,1796.7,162.295918367347,UT
2,2015,Final,1992,CRP land,224.9,NA,UT
2,2015,Final,1992,Forest land,2173.5,225.357142857143,UT
2,2015,Final,1992,Other rural land,1714.3,263.520408163265,UT
2,2015,Final,1992,Pastureland,628.5,50.0510204081633,UT
2,2015,Final,1992,Rangeland,11110.3,342.091836734694,UT
2,2015,Final,1992,Total rural land,17648.2,63.1122448979592,UT
2,2015,Final,1997,Cropland,1649.6,159.081632653061,UT
2,2015,Final,1997,CRP land,216.4,NA,UT
2,2015,Final,1997,Forest land,2286.2,258.622448979592,UT
2,2015,Final,1997,Other rural land,1732.8,261.173469387755,UT
2,2015,Final,1997,Pastureland,680.5,53.0102040816327,UT
2,2015,Final,1997,Rangeland,10990.3,358.979591836735,UT
2,2015,Final,1997,Total rural land,17555.8,67.6530612244898,UT
2,2015,Final,2002,Cropland,1569.9,134.540816326531,UT
2,2015,Final,2002,CRP land,209.9,NA,UT
2,2015,Final,2002,Forest land,2252.1,279.540816326531,UT
2,2015,Final,2002,Other rural land,1703.6,273.214285714286,UT
2,2015,Final,2002,Pastureland,657.7,62.8061224489796,UT
2,2015,Final,2002,Rangeland,10848.6,357.397959183673,UT
2,2015,Final,2002,Total rural land,17241.8,70.4081632653061,UT
2,2015,Final,2007,Cropland,1524.9,145.561224489796,UT
2,2015,Final,2007,CRP land,212.7,NA,UT
2,2015,Final,2007,Forest land,2244.9,279.387755102041,UT
2,2015,Final,2007,Other rural land,1716.8,268.622448979592,UT
2,2015,Final,2007,Pastureland,619.4,57.0918367346939,UT
2,2015,Final,2007,Rangeland,10829.8,357.19387755102,UT
2,2015,Final,2007,Total rural land,17148.5,71.5816326530612,UT
2,2015,Final,2012,Cropland,1529.6,145.255102040816,UT
2,2015,Final,2012,CRP land,179.8,NA,UT
2,2015,Final,2012,Forest land,2255.1,281.581632653061,UT
2,2015,Final,2012,Other rural land,1719.2,271.683673469388,UT
2,2015,Final,2012,Pastureland,650,56.4285714285714,UT
2,2015,Final,2012,Rangeland,10757.6,355.765306122449,UT
2,2015,Final,2012,Total rural land,17091.3,74.030612244898,UT
2,2015,Final,2015,Cropland,1561.5,142.091836734694,UT
2,2015,Final,2015,CRP land,176,NA,UT
2,2015,Final,2015,Forest land,2254.4,281.530612244898,UT
2,2015,Final,2015,Other rural land,1719,271.632653061224,UT
2,2015,Final,2015,Pastureland,611,64.3367346938775,UT
2,2015,Final,2015,Rangeland,10742.3,354.081632653061,UT
2,2015,Final,2015,Total rural land,17064.2,75.2551020408163,UT
2,2015,Final,1982,Cropland,644.1,28.7244897959184,VT
2,2015,Final,1982,CRP land,NA,NA,VT
2,2015,Final,1982,Forest land,4140,36.7857142857143,VT
2,2015,Final,1982,Other rural land,79.5,8.72448979591837,VT
2,2015,Final,1982,Pastureland,441.6,23.8265306122449,VT
2,2015,Final,1982,Rangeland,0,NA,VT
2,2015,Final,1982,Total rural land,5305.2,12.6530612244898,VT
2,2015,Final,1987,Cropland,633.6,33.0102040816327,VT
2,2015,Final,1987,CRP land,0,NA,VT
2,2015,Final,1987,Forest land,4133.5,36.8877551020408,VT
2,2015,Final,1987,Other rural land,77.7,8.06122448979592,VT
2,2015,Final,1987,Pastureland,385.6,24.4897959183673,VT
2,2015,Final,1987,Rangeland,0,NA,VT
2,2015,Final,1987,Total rural land,5230.4,13.3163265306122,VT
2,2015,Final,1992,Cropland,620,33.1632653061224,VT
2,2015,Final,1992,CRP land,0,NA,VT
2,2015,Final,1992,Forest land,4129.2,36.4795918367347,VT
2,2015,Final,1992,Other rural land,80.9,9.59183673469388,VT
2,2015,Final,1992,Pastureland,352.6,18.7244897959184,VT
2,2015,Final,1992,Rangeland,0,NA,VT
2,2015,Final,1992,Total rural land,5182.7,13.5714285714286,VT
2,2015,Final,1997,Cropland,593.5,31.6326530612245,VT
2,2015,Final,1997,CRP land,0,NA,VT
2,2015,Final,1997,Forest land,4124.9,36.6836734693878,VT
2,2015,Final,1997,Other rural land,86.3,10.2551020408163,VT
2,2015,Final,1997,Pastureland,339.4,16.8367346938776,VT
2,2015,Final,1997,Rangeland,0,NA,VT
2,2015,Final,1997,Total rural land,5144.1,14.2857142857143,VT
2,2015,Final,2002,Cropland,560.1,31.3265306122449,VT
2,2015,Final,2002,CRP land,0,NA,VT
2,2015,Final,2002,Forest land,4102.9,36.9387755102041,VT
2,2015,Final,2002,Other rural land,90.7,10.8163265306122,VT
2,2015,Final,2002,Pastureland,322.2,18.1632653061225,VT
2,2015,Final,2002,Rangeland,0,NA,VT
2,2015,Final,2002,Total rural land,5075.9,15.2551020408163,VT
2,2015,Final,2007,Cropland,542.6,29.5408163265306,VT
2,2015,Final,2007,CRP land,0,NA,VT
2,2015,Final,2007,Forest land,4075.8,37.7040816326531,VT
2,2015,Final,2007,Other rural land,105.6,13.469387755102,VT
2,2015,Final,2007,Pastureland,322.4,21.3265306122449,VT
2,2015,Final,2007,Rangeland,0,NA,VT
2,2015,Final,2007,Total rural land,5046.4,15.9183673469388,VT
2,2015,Final,2012,Cropland,529.4,27.7551020408163,VT
2,2015,Final,2012,CRP land,0,NA,VT
2,2015,Final,2012,Forest land,4059.1,39.234693877551,VT
2,2015,Final,2012,Other rural land,113.9,16.6836734693878,VT
2,2015,Final,2012,Pastureland,331,21.1224489795918,VT
2,2015,Final,2012,Rangeland,0,NA,VT
2,2015,Final,2012,Total rural land,5033.4,16.3775510204082,VT
2,2015,Final,2015,Cropland,525.7,28.7755102040816,VT
2,2015,Final,2015,CRP land,0,NA,VT
2,2015,Final,2015,Forest land,4057.2,40,VT
2,2015,Final,2015,Other rural land,113.8,16.6836734693878,VT
2,2015,Final,2015,Pastureland,330.5,22.7040816326531,VT
2,2015,Final,2015,Rangeland,0,NA,VT
2,2015,Final,2015,Total rural land,5027.2,16.6326530612245,VT
2,2015,Final,1982,Cropland,3459.3,88.0102040816327,VA
2,2015,Final,1982,CRP land,NA,NA,VA
2,2015,Final,1982,Forest land,13706.3,117.65306122449,VA
2,2015,Final,1982,Other rural land,608.7,29.3367346938776,VA
2,2015,Final,1982,Pastureland,3297.9,80.2551020408163,VA
2,2015,Final,1982,Rangeland,0,NA,VA
2,2015,Final,1982,Total rural land,21072.2,55.0510204081633,VA
2,2015,Final,1987,Cropland,3167.1,92.0408163265306,VA
2,2015,Final,1987,CRP land,22.7,NA,VA
2,2015,Final,1987,Forest land,13767.6,115.714285714286,VA
2,2015,Final,1987,Other rural land,585.9,30,VA
2,2015,Final,1987,Pastureland,3268.9,80,VA
2,2015,Final,1987,Rangeland,0,NA,VA
2,2015,Final,1987,Total rural land,20812.2,55.1530612244898,VA
2,2015,Final,1992,Cropland,2952.4,88.9285714285714,VA
2,2015,Final,1992,CRP land,72.6,NA,VA
2,2015,Final,1992,Forest land,13720.4,110.663265306122,VA
2,2015,Final,1992,Other rural land,573.6,26.8877551020408,VA
2,2015,Final,1992,Pastureland,3263.4,78.4183673469388,VA
2,2015,Final,1992,Rangeland,0,NA,VA
2,2015,Final,1992,Total rural land,20582.4,59.234693877551,VA
2,2015,Final,1997,Cropland,2933.5,89.6938775510204,VA
2,2015,Final,1997,CRP land,70.3,NA,VA
2,2015,Final,1997,Forest land,13609.5,108.214285714286,VA
2,2015,Final,1997,Other rural land,578.4,27.2959183673469,VA
2,2015,Final,1997,Pastureland,3047.3,84.030612244898,VA
2,2015,Final,1997,Rangeland,0,NA,VA
2,2015,Final,1997,Total rural land,20239,56.6326530612245,VA
2,2015,Final,2002,Cropland,2866.3,94.234693877551,VA
